cluster,x.unit,tag_model,tag_serial_number,tag_sensor_type,tag_life,tagger,common_name,total_length_m,life_stage,sex,release_location,project,total_detections,days_at_liberty,days_monitored,days_detected,residency_max,residency_min,residency_ratio,residency_category,consecutive_days,highest_detection_month,artificial_reefs,n_reefs
2,elasmobranch,V13-1X,1395382,None,1825,KD,Clearnose Skate,0.635,NA,M,NA,Southfork,118,1,775,1,1,0.001290323,0.001290323,Transient,1,10,Moriches,1
1,elasmobranch,V13-1X,1395383,None,1825,MF,Little Skate,0.474,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395384,None,1825,JZ,Clearnose Skate,0.609,NA,M,NA,Southfork,489,135,774,3,0.022222222,0.003875969,0.174418605,Transient,2,6,"Moriches,Fire Island",2
1,elasmobranch,V13-1X,1395385,None,1825,AS,Little Skate,0.455,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395386,None,1825,KD,Clearnose Skate,0.54,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395387,None,1825,KD,Little Skate,0.44,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395388,None,1825,MF,Little Skate,0.46,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395389,None,1825,KD,Clearnose Skate,0.63,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395390,None,1825,AS,Clearnose Skate,0.35,NA,M,NA,Southfork,129,10,774,4,0.4,0.005167959,0.012919897,Transient,2,10,"Shinnecock,Moriches,Fire Island",3
1,elasmobranch,V13-1X,1395391,None,1825,AS,Clearnose Skate,0.698,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395392,None,1825,MF,Clearnose Skate,0.495,NA,F,NA,Southfork,51,2,775,2,1,0.002580645,0.002580645,Transient,2,12,Fire Island,1
1,elasmobranch,V13-1X,1395393,None,1825,MF,Little Skate,0.46,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395394,None,1825,KD,Clearnose Skate,0.635,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395395,None,1825,NA,Clearnose Skate,0.614,NA,M,NA,Southfork,60,372,775,3,0.008064516,0.003870968,0.48,Transient,1,6,"Moriches,Fire Island",2
2,elasmobranch,V13-1X,1395396,None,1825,MF,Clearnose Skate,0.705,NA,M,NA,Southfork,281,612,774,4,0.006535948,0.005167959,0.790697674,Intermittent Resident,1,5,"Moriches,Fire Island",2
2,elasmobranch,V13-1X,1395397,None,1825,MF,Clearnose Skate,0.637,NA,M,NA,Southfork,2,1,774,1,1,0.00129199,0.00129199,Transient,1,6,Moriches,1
2,elasmobranch,V13-1X,1395398,None,1825,MF,Clearnose Skate,0.516,NA,F,NA,Southfork,1120,279,775,2,0.007168459,0.002580645,0.36,Transient,1,7,"Fire Island,Shinnecock",2
1,elasmobranch,V13-1X,1395400,None,1825,MF,Little Skate,0.439,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395401,None,1825,MF,Clearnose Skate,0.569,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395402,None,1825,BP,Little Skate,0.46,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395403,None,1825,MF,Clearnose Skate,0.61,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395404,None,1825,KD,Clearnose Skate,0.64,NA,M,NA,Southfork,60,710,774,2,0.002816901,0.002583979,0.917312661,Intermittent Resident,1,10,"Moriches,Shinnecock",2
2,elasmobranch,V13-1X,1395405,None,1825,KD,Clearnose Skate,0.57,NA,M,NA,Southfork,170,1,775,1,1,0.001290323,0.001290323,Transient,1,7,Shinnecock,1
1,elasmobranch,V13-1X,1395406,None,1825,MF,Little Skate,0.427,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395407,None,1825,KD,Clearnose Skate,0.68,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395408,None,1825,MF,Clearnose Skate,0.52,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395409,None,1825,AS,Little Skate,0.457,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V13-1X,1395410,None,1825,AS,Little Skate,0.467,NA,F,NA,Southfork,3338,336,730,3,0.008928571,0.004109589,0.460273973,Transient,2,10,"Shinnecock,Moriches",2
1,elasmobranch,V13-1X,1395411,None,1825,AS,Little Skate,0.44,NA,M,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V13-1X,1395412,None,1825,AS,Little Skate,0.444,NA,F,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395413,None,895,KD,Black Sea Bass,0.34,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395414,None,895,AN,Summer Flounder,0.428,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395416,None,895,NA,Bluefish,0.71,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395417,None,895,NA,Bluefish,0.74,NA,U,Moriches Bay,Southfork,8,11,473,2,0.181818182,0.00422833,0.023255814,Transient,1,5,"Yellowbar,Kismet",2
1,teleost,V13AP-1x,1395418,Acc&Press,365,KD,Striped Bass,0.77,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395419,None,895,NA,Bluefish,0.73,NA,U,Moriches Bay,Southfork,8,1,473,1,1,0.002114165,0.002114165,Transient,1,5,Moriches,1
1,teleost,V9-2X,1395420,None,895,AS,Summer Flounder,0.339,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395421,None,895,AN,Summer Flounder,0.425,NA,U,Moriches Bay,Southfork,3359,13,438,7,0.538461538,0.015981735,0.029680365,Transient,4,9,Moriches,1
1,teleost,V9-2X,1395422,None,895,FL,Black Sea Bass,0.381,NA,U,Montauk,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395423,None,895,SH,Summer Flounder,0.337,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395424,None,895,SH,Summer Flounder,0.41,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395425,None,895,FL,Summer Flounder,0.36,NA,U,Moriches Bay,Southfork,91,266,460,3,0.011278195,0.006521739,0.57826087,Intermittent Resident,2,6,"Moriches,Fire Island",2
1,teleost,V9-2X,1395426,None,895,AN,Summer Flounder,0.39,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395427,None,895,SH,Summer Flounder,0.312,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395428,None,895,SH,Summer Flounder,0.482,NA,U,Moriches Bay,Southfork,18,1,460,1,1,0.002173913,0.002173913,Transient,1,10,Moriches,1
2,teleost,V9-2X,1395429,None,895,SH,Summer Flounder,0.37,NA,U,Moriches Bay,Southfork,12,1,460,1,1,0.002173913,0.002173913,Transient,1,10,Moriches,1
1,teleost,V9-2X,1395430,None,895,JC,Summer Flounder,0.34,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395431,None,895,AN,Summer Flounder,0.43,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395432,None,895,AN,Summer Flounder,0.34,NA,U,Moriches Bay,Southfork,129,350,438,6,0.017142857,0.01369863,0.799086758,Intermittent Resident,3,9,"USS San Diego,Shinnecock",2
2,teleost,V9-2X,1395433,None,895,BS,Black Sea Bass,0.275,NA,U,NA,Southfork,12897,13,731,13,1,0.017783858,0.017783858,Transient,13,11,"Shinnecock,Fire Island",2
2,teleost,V9-2X,1395434,None,895,AN,Summer Flounder,0.44,NA,U,Moriches Bay,Southfork,686,65,460,44,0.676923077,0.095652174,0.141304348,Transient,16,5,Yellowbar,1
2,teleost,V9-2X,1395435,None,895,AN,Summer Flounder,0.345,NA,U,Moriches Bay,Southfork,17,1,460,1,1,0.002173913,0.002173913,Transient,1,9,Shinnecock,1
2,teleost,V9-2X,1395436,None,895,FL,Summer Flounder,0.381,NA,U,Moriches Bay,Southfork,4,1,460,1,1,0.002173913,0.002173913,Transient,1,10,Twelve Mile,1
1,teleost,V9-2X,1395437,None,895,SH,Summer Flounder,0.351,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395438,None,895,BS,Black Sea Bass,0.31,NA,U,Moriches Reef,Southfork,24590,22,410,22,1,0.053658537,0.053658537,Transient,22,9,Moriches,1
1,teleost,V9-2X,1395440,None,895,FL,Summer Flounder,0.42,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395441,None,895,NA,Weakfish,0.413,NA,U,Great South Bay,Southfork,156,60,488,5,0.083333333,0.010245902,0.12295082,Transient,2,8,"Kismet,Yellowbar",2
1,teleost,V9-2X,1395443,None,895,JR,Summer Flounder,0.358,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395444,None,895,SH,Summer Flounder,0.36,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395445,Acc&Press,365,MF,Weakfish,0.291,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395446,Acc&Press,365,MF,Weakfish,0.295,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395447,None,895,KD,Black Sea Bass,0.215,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395448,None,895,MF,Summer Flounder,0.484,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395449,None,895,NA,Summer Flounder,0.357,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395450,None,895,FL,Summer Flounder,0.378,NA,U,Moriches Bay,Southfork,110,345,438,3,0.008695652,0.006849315,0.787671233,Intermittent Resident,2,10,"Twelve Mile,Moriches",2
1,teleost,V13AP-1x,1395451,Acc&Press,365,MF,Weakfish,0.511,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395452,Acc&Press,365,MF,Weakfish,0.282,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395453,None,895,MF,Black Sea Bass,0.198,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395454,None,895,KD,Black Sea Bass,0.186,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395455,None,895,JR,Summer Flounder,0.37,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1395456,None,895,SH,Summer Flounder,0.45,NA,U,Moriches Bay,Southfork,20,1,438,1,1,0.002283105,0.002283105,Transient,1,12,Twelve Mile,1
1,teleost,V13AP-1x,1395457,Acc&Press,365,KD,Weakfish,0.29,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395458,None,895,KD,Black Sea Bass,0.225,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1395459,None,895,KD,Black Sea Bass,0.26,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395460,Acc&Press,365,MF,Summer Flounder,0.342,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395461,Acc&Press,365,KD,Summer Flounder,0.355,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395462,Acc&Press,365,MF,Summer Flounder,0.372,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395464,Acc&Press,365,MF,Summer Flounder,0.345,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395466,Acc&Press,365,MF,Summer Flounder,0.339,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395467,Acc&Press,365,MF,Summer Flounder,0.346,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1395495,Acc&Press,365,AS,Summer Flounder,0.354,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515909,Press&Temp,1825,LI,Sand Tiger,1.95,Mature,F,Jones Beach,Sunrise,572,383,441,11,0.028720627,0.024943311,0.868480726,Intermittent Resident,3,9,"Moriches,McAllister,Atlantic Beach,Fire Island",4
2,elasmobranch,V16TP-1x,1515910,Press&Temp,1825,BC,Sand Tiger,1.51,Immature,F,Tobay Beach,Sunrise,75,73,438,3,0.04109589,0.006849315,0.166666667,Transient,2,7,"Fire Island,Hempstead",2
2,elasmobranch,V16TP-1x,1515911,Press&Temp,1825,BS,Sand Tiger,1.22,Immature,M,Tobay Beach,Sunrise,220,365,456,5,0.01369863,0.010964912,0.800438596,Intermittent Resident,2,10,"Atlantic Beach,McAllister,Hempstead",3
1,elasmobranch,V16TP-1x,1515912,Press&Temp,3650,GM,Sandbar,1.59,Mature,M,Jones Beach,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515913,Press&Temp,1825,BS,Sand Tiger,1.78,Mature,M,Tobay Beach,Sunrise,2099,432,456,11,0.025462963,0.024122807,0.947368421,Intermittent Resident,7,9,"Moriches,Atlantic Beach,McAllister",3
2,elasmobranch,V16TP-1x,1515914,Press&Temp,1825,BS,Sand Tiger,1.82,Mature,M,Tobay Beach,Sunrise,1787,375,456,15,0.04,0.032894737,0.822368421,Intermittent Resident,4,9,"Moriches,Fire Island",2
2,elasmobranch,V16TP-1x,1515915,Press&Temp,1825,LI,Sand Tiger,1.82,Mature,M,Tobay Beach,Sunrise,10,1,454,1,1,0.002202643,0.002202643,Transient,1,8,Fire Island,1
2,elasmobranch,V16TP-1x,1515917,Press&Temp,1825,LI,Sand Tiger,1.95,Mature,F,Tobay Beach,Sunrise,23,1,454,1,1,0.002202643,0.002202643,Transient,1,6,Rockaway,1
2,elasmobranch,V16TP-1x,1515918,Press&Temp,1825,BS,Sand Tiger,1.79,Mature,M,Tobay Beach,Sunrise,173,367,448,7,0.019073569,0.015625,0.819196429,Intermittent Resident,2,9,"Fire Island,Rockaway,Moriches",3
2,elasmobranch,V16TP-1x,1515919,Press&Temp,1825,LI,Dusky,0.87,Immature,F,Fire Island,Sunrise,479,408,454,20,0.049019608,0.044052863,0.898678414,Intermittent Resident,3,8,"Moriches,Fire Island,Rockaway,Hempstead,McAllister,Atlantic Beach",6
2,elasmobranch,V16TP-1x,1515920,Press&Temp,1825,BS,Sand Tiger,1.89,Mature,M,Tobay Beach,Sunrise,1219,368,448,10,0.027173913,0.022321429,0.821428571,Intermittent Resident,4,9,"McAllister,Rockaway,Hempstead,Atlantic Beach",4
2,elasmobranch,V16TP-1x,1515921,Press&Temp,1825,BC,Sand Tiger,2,Mature,F,Tobay Beach,Sunrise,123,1,441,1,1,0.002267574,0.002267574,Transient,1,8,Moriches,1
2,elasmobranch,V16TP-1x,1515922,Press&Temp,3650,BS,Smooth Dogfish,0.96,Immature,F,East Hampton,Sunrise,11,2,138,2,1,0.014492754,0.014492754,Transient,2,10,"Moriches,USS San Diego",2
2,elasmobranch,V16TP-1x,1515923,Press&Temp,1825,LI,Sand Tiger,1.91,Mature,F,Jones Beach,Sunrise,3,1,441,1,1,0.002267574,0.002267574,Transient,1,8,Shinnecock,1
2,elasmobranch,V16TP-1x,1515924,Press&Temp,3650,BC,Sand Tiger,1.33,Immature,M,Jones Beach,Sunrise,184,5,70,4,0.8,0.057142857,0.071428571,Transient,3,9,"McAllister,Atlantic Beach,Hempstead",3
1,elasmobranch,V16TP-1x,1515925,Press&Temp,1825,LI,Sand Tiger,1.94,Mature,F,Tobay Beach,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515926,Press&Temp,1825,LI,Sand Tiger,1.29,Immature,M,Jones Beach,Sunrise,776,356,441,4,0.011235955,0.009070295,0.807256236,Intermittent Resident,3,9,"Rockaway,Hempstead",2
2,elasmobranch,V16TP-1x,1515927,Press&Temp,1825,BC,Sand Tiger,2,Mature,F,Tobay Beach,Sunrise,245,384,438,10,0.026041667,0.02283105,0.876712329,Intermittent Resident,4,9,"Moriches,Fire Island,Atlantic Beach,Rockaway",4
1,elasmobranch,V16TP-1x,1515928,Press&Temp,3650,BS,Smooth Dogfish,0.89,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515929,Press&Temp,1825,LI,Sand Tiger,1.58,Immature,F,Tobay Beach,Sunrise,74,75,438,4,0.053333333,0.00913242,0.171232877,Transient,1,9,"Hempstead,Fire Island,Moriches",3
2,elasmobranch,V16TP-1x,1515930,Press&Temp,1825,BS,Sand Tiger,1.86,Mature,F,Tobay Beach,Sunrise,71,337,448,2,0.005934718,0.004464286,0.752232143,Intermittent Resident,1,9,"Hempstead,Moriches",2
1,elasmobranch,V16TP-1x,1515931,Press&Temp,1825,LI,Sand Tiger,1.23,Immature,F,Tobay Beach,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515932,Press&Temp,1825,BS,Smooth Dogfish,0.95,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515933,Press&Temp,1825,BS,Smooth Dogfish,1.18,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515934,Press&Temp,1825,BS,Smooth Dogfish,0.86,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515935,Press&Temp,1825,BP,Smooth Dogfish,1.04,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515936,Press&Temp,1825,BP,Smooth Dogfish,1.24,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515937,Press&Temp,1825,BS,Smooth Dogfish,1,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515938,Press&Temp,1825,BP,Smooth Dogfish,0.83,Immature,F,East Hampton,Sunrise,5,1,508,1,1,0.001968504,0.001968504,Transient,1,6,Hempstead,1
1,elasmobranch,V16TP-1x,1515939,Press&Temp,1825,BP,Smooth Dogfish,1.07,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515940,Press&Temp,1825,BS,Smooth Dogfish,1.05,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515941,Press&Temp,1825,BP,Smooth Dogfish,0.96,Mature,M,East Hampton,Sunrise,35,223,508,2,0.00896861,0.003937008,0.438976378,Transient,1,5,"Twelve Mile,Fire Island",2
1,elasmobranch,V16TP-1x,1515942,Press&Temp,1825,BP,Smooth Dogfish,0.59,Immature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515943,Press&Temp,1825,BP,Smooth Dogfish,0.89,Mature,M,East Hampton,Sunrise,15,1,508,1,1,0.001968504,0.001968504,Transient,1,10,Moriches,1
2,elasmobranch,V16TP-1x,1515944,Press&Temp,1825,BS,Smooth Dogfish,1.03,Mature,M,East Hampton,Sunrise,22,1,508,1,1,0.001968504,0.001968504,Transient,1,5,Shinnecock,1
1,elasmobranch,V16TP-1x,1515945,Press&Temp,1825,GM,Dusky,1.03,Immature,M,Fire Island,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515946,Press&Temp,1825,BS,Dusky,0.8,Immature,M,Fire Island,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515947,Press&Temp,3650,BS,Smooth Dogfish,0.88,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515948,Press&Temp,1825,BS,Dusky,0.92,Immature,M,Fire Island,Sunrise,104,36,462,6,0.166666667,0.012987013,0.077922078,Transient,2,7,"McAllister,Hempstead,Fire Island,Moriches,USS San Diego",5
2,elasmobranch,V16TP-1x,1515949,Press&Temp,1825,LI,Sand Tiger,1.95,Mature,F,Tobay Beach,Sunrise,917,351,454,4,0.011396011,0.008810573,0.773127753,Intermittent Resident,3,8,"Moriches,Fire Island",2
2,elasmobranch,V16TP-1x,1515950,Press&Temp,1825,BS,Dusky,0.82,Immature,F,Moriches Reef,Sunrise,18,9,463,2,0.222222222,0.004319654,0.019438445,Transient,1,8,"Fire Island,Yellowbar",2
2,elasmobranch,V16TP-1x,1515951,Press&Temp,1825,LI,Sand Tiger,1.93,Mature,F,Tobay Beach,Sunrise,306,390,454,7,0.017948718,0.015418502,0.859030837,Intermittent Resident,3,9,"Fire Island,Moriches",2
2,elasmobranch,V16TP-1x,1515952,Press&Temp,1825,BS,Sandbar,1.22,Immature,M,Fire Island,Sunrise,88,410,463,5,0.012195122,0.010799136,0.885529158,Intermittent Resident,1,8,"Fire Island,Hempstead,Moriches",3
2,elasmobranch,V16TP-1x,1515953,Press&Temp,1825,BS,Dusky,0.81,Immature,F,Moriches Reef,Sunrise,936,423,463,23,0.054373522,0.049676026,0.913606911,Intermittent Resident,4,7,"Fire Island,Atlantic Beach,McAllister,Hempstead,Rockaway",5
2,elasmobranch,V16TP-1x,1515954,Press&Temp,1825,BS,Dusky,0.79,Immature,F,Fire Island,Sunrise,26,59,464,3,0.050847458,0.006465517,0.127155172,Transient,1,8,"USS San Diego,Fire Island,Hempstead",3
1,elasmobranch,V16TP-1x,1515955,Press&Temp,1825,GM,Dusky,0.84,Immature,F,Fire Island,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515956,Press&Temp,1825,BS,Dusky,0.81,Immature,F,Moriches Reef,Sunrise,25227,489,463,180,0.36809816,0.388768898,1.056155508,Intermittent Resident,36,8,"USS San Diego,Fire Island",2
1,elasmobranch,V16TP-1x,1515957,Press&Temp,1825,BS,Smooth Dogfish,0.9,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515958,Press&Temp,1825,BP,Smooth Dogfish,0.85,Mature,M,East Hampton,Sunrise,3,1,508,1,1,0.001968504,0.001968504,Transient,1,6,Shinnecock,1
2,elasmobranch,V16TP-1x,1515959,Press&Temp,1825,BS,Smooth Dogfish,0.85,Mature,M,East Hampton,Sunrise,7,1,508,1,1,0.001968504,0.001968504,Transient,1,5,Moriches,1
1,elasmobranch,V16TP-1x,1515960,Press&Temp,1825,BS,Smooth Dogfish,0.99,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515961,Press&Temp,1825,BP,Smooth Dogfish,0.91,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515962,Press&Temp,1825,BP,Smooth Dogfish,1.19,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515963,Press&Temp,1825,BS,Smooth Dogfish,0.88,Immature,F,East Hampton,Sunrise,59,104,508,2,0.019230769,0.003937008,0.204724409,Transient,1,5,"Shinnecock,Moriches",2
2,elasmobranch,V16TP-1x,1515964,Press&Temp,1825,BP,Smooth Dogfish,1.08,Mature,M,East Hampton,Sunrise,75,3,508,3,1,0.005905512,0.005905512,Transient,3,5,"Yellowbar,Fire Island",2
2,elasmobranch,V16TP-1x,1515965,Press&Temp,1825,BP,Smooth Dogfish,1.06,Mature,F,East Hampton,Sunrise,3,1,508,1,1,0.001968504,0.001968504,Transient,1,9,USS San Diego,1
2,elasmobranch,V16TP-1x,1515966,Press&Temp,1825,BP,Smooth Dogfish,1.02,Mature,M,East Hampton,Sunrise,1480,3,508,3,1,0.005905512,0.005905512,Transient,3,9,Shinnecock,1
1,elasmobranch,V16TP-1x,1515967,Press&Temp,1825,BS,Smooth Dogfish,1.02,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515968,Press&Temp,1825,BS,Smooth Dogfish,0.93,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515969,Press&Temp,1825,HN,Dusky,1.22,Immature,M,Jones Beach,Sunrise,61,433,481,3,0.006928406,0.006237006,0.9002079,Intermittent Resident,1,7,"Fire Island,Moriches",2
2,elasmobranch,V16TP-1x,1515970,Press&Temp,1825,BP,Dusky,0.97,Immature,M,Jones Beach,Sunrise,751,401,476,17,0.042394015,0.035714286,0.842436975,Intermittent Resident,3,9,"Moriches,Shinnecock,Fire Island,Twelve Mile,Hempstead",5
2,elasmobranch,V16TP-1x,1515971,Press&Temp,1825,BS,Dusky,0.89,Immature,F,Fire Island,Sunrise,760,54,462,14,0.259259259,0.03030303,0.116883117,Transient,4,8,"McAllister,Rockaway,Hempstead,Atlantic Beach",4
1,elasmobranch,V16TP-1x,1515972,Press&Temp,1825,GM,Sandbar,1.32,Immature,F,Jones Beach,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1515973,Press&Temp,3650,BS,Smooth Dogfish,0.92,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515974,Press&Temp,1825,BP,Dusky,0.9,Immature,F,Jones Beach,Sunrise,664,385,476,27,0.07012987,0.056722689,0.808823529,Intermittent Resident,4,8,"Shinnecock,Moriches,Fire Island,Atlantic Beach,Hempstead,McAllister,Rockaway",7
1,elasmobranch,V16TP-1x,1515975,Press&Temp,3650,BS,Smooth Dogfish,0.99,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
